,rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,system_no_of_planets,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,period,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,pl_tsystemref,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_icmag,sy_tmag,sy_kepmag,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
21282,24639,Kepler-481 b,Kepler-481,b,,,TIC 26541093,Gaia DR2 2129753580626548736,1,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,10.06082567,,2.5,0.223,,,,,,,,,,,,,,,2454971.968,JD,0,,,4.5782,,0.0209,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5802.0,1.09,1.01,0.03,[Fe/H],,4.36,6.17,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m37.68s,291.9069862,+49d15m43.47s,49.262076,14.72419,81.1449,69.39406,313.77606,9.8662056,-7.51485,6.39289,813.724,1.20019,14.662,14.054,12.724,12.4,12.383,,,,,,12.247,12.3,12.336,9.484,13.8151,,13.3592,13.844,06/05/2016,2016-05,10/05/2016,1,0,0,0,0,0
21292,24649,Kepler-482 b,Kepler-482,b,,,TIC 27987264,Gaia DR2 2086629463276947456,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,56.35418576,0.2498,2.2,,,,,,,,,,,,0.0,2.91,333.0,89.95,2454977.836,BJD,0,0.5313,0.10594,3.29,115.5,0.03015,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,4616.0,0.67,0.65,-0.24,[Fe/H],,4.6,,9.1761,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h47m17.50s,296.8229326,+48d06m27.95s,48.1077628,11.30521,81.56932,66.92693,320.24796,50.0739295,12.1421,48.5795,313.068,3.16548,14.964,14.049,12.173,11.661,11.536,,,,,,11.503,11.555,11.61,9.596,13.7621,,13.1287,13.779,18/11/2014,04/12/2014,18/11/2014,1,0,0,0,0,0
21302,24659,Kepler-483 b,Kepler-483,b,,,TIC 137342400,Gaia DR2 2101719263935952768,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,3.121,0.278,,,,,,,,,,,,61.49,,,,,0,,,,,,,,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,6319.0,1.36,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h26m35.23s,291.6467764,+41d53m04.86s,41.8846843,11.72466,74.21755,62.5978,306.63525,8.5087979,6.73182,5.20406,860.355,1.13351,14.129,13.452,12.516,12.251,12.222,,,,,,12.179,12.217,12.232,9.343,13.3892,,13.0296,13.432,04/09/2018,2018-10,06/09/2018,1,0,0,0,0,0
21312,24669,Kepler-484 b,Kepler-484,b,,,TIC 164721759,Gaia DR2 2107243072911617024,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,10.04556377,,,,,,,,,,,,,,,,,,2454962.094,BJD,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5601.0,0.91,0.99,-0.05,[M/H],-0.135,4.52,,1.8579,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h57m34.63s,284.3942844,+46d14m56.80s,46.2491109,18.23391,76.22779,68.3079,297.71647,7.6538276,-7.25121,-2.4497,382.136,2.58808,14.02,13.077,11.89,11.575,11.482,,,,,,11.455,11.496,11.269,8.744,13.0002,,12.5319,13.024,25/09/2018,16/08/2018,25/09/2018,1,0,0,0,0,0
21322,24679,Kepler-485 b,Kepler-485,b,,,TIC 27318774,Gaia DR2 2135184068555793024,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,,13.642,1.217,,,,,,,,,,,,622.01,,,,,0,,,,,,,,,,,,<a refstr=BERGER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...866...99B/abstract target=ref>Berger et al. 2018</a>,,5802.0,1.07,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h39m59.12s,294.9963415,+50d28m12.16s,50.4700458,13.45017,83.15478,69.5718,320.40443,4.6762577,4.28173,-1.87994,1140.95,0.84784,15.477,15.069,13.782,13.479,13.433,,,,,,13.376,13.415,12.64,9.444,14.8981,,14.4394,14.952,04/09/2018,2018-10,06/09/2018,1,0,0,0,0,0
21333,24690,Kepler-487 b,Kepler-487,b,,,TIC 139158696,Gaia DR2 2076692386427776768,0,1,3,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,15.3587684,0.117,11.31,,,,,,,,,,,,0.0,52.24,686.0,88.81,2454965.385,BJD,0,0.5156,1.60564,4.1452,28.123,0.119,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,5700.0,0.87,0.9,-0.18,[Fe/H],,4.51,,1.7837,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,8.99914,74.88508,61.05968,311.60286,11.4807252,5.35167,10.1571,872.343,1.11832,16.132,14.882,13.732,13.326,13.25,,,,,,13.249,13.288,12.273,9.452,15.0647,,14.5293,14.991,21/11/2014,18/12/2014,21/11/2014,1,0,0,0,0,0
21343,24700,Kepler-487 c,Kepler-487,c,,,TIC 139158696,Gaia DR2 2076692386427776768,0,1,3,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,38.6519976,0.2164,2.62,,,,,,,,,,,,0.0,15.27,504.0,87.66,2454997.049,BJD,0,0.9051,0.0632,6.336,22.7,0.02761,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5700.0,0.87,0.9,-0.18,[Fe/H],,4.51,,0.1481,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,8.99914,74.88508,61.05968,311.60286,11.4807252,5.35167,10.1571,872.343,1.11832,16.132,14.882,13.732,13.326,13.25,,,,,,13.249,13.288,12.273,9.452,15.0647,,14.5293,14.991,18/11/2014,04/12/2014,18/11/2014,1,0,0,0,0,0
21352,24709,Kepler-487 d,Kepler-487,d,,,TIC 139158696,Gaia DR2 2076692386427776768,0,1,3,0,0,Transit,2021,<a refstr=VALIZADEGAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJ...926..120V/abstract target=ref>Valizadegan et al. 2022</a>,2022-02,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,2.41840684,,,,,,,,,,,,,,,,,,2454965.506,BJD,0,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5462.0,0.92,0.95,,,-0.173,4.49,,1.7461,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m08.94s,295.2872318,+41d13m19.21s,41.2220033,8.99914,74.88508,61.05968,311.60286,11.4807252,5.35167,10.1571,872.343,1.11832,16.132,14.882,13.732,13.326,13.25,,,,,,13.249,13.288,12.273,9.452,15.0647,,14.5293,14.991,25/09/2018,16/08/2018,25/09/2018,0,0,0,0,0,0
21360,24717,Kepler-488 b,Kepler-488,b,,,TIC 48217457,Gaia DR2 2131712669826755328,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,3.12082903,0.043,14.5,,,,,,,,,,,,0.0,,1287.0,84.8,2454972.466,BJD,0,0.78,1.7254,2.0209,9.0,0.13587,,,,,,,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6115.0,0.98,1.07,,,,4.49,0.3,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h51m51.89s,282.9662152,+48d20m42.20s,48.3450555,19.85198,77.97014,70.58671,296.65867,1.9982579,1.56539,1.24201,1145.28,0.844473,15.809,14.868,13.724,13.403,13.412,,,,,,13.32,13.327,12.876,9.596,14.7515,,14.3168,14.804,28/10/2013,08/01/2014,28/10/2013,1,0,0,0,0,0
21370,24727,Kepler-489 b,Kepler-489,b,,,TIC 122607554,Gaia DR2 2052616586468670976,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,17.27629612,0.1202,8.34,,,,,,,,,,,,0.0,27.98,587.0,89.95,2454966.839,BJD,0,0.0127,1.0908,3.94332,36.5819,0.0929,,,,,,,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,5085.0,0.82,0.78,0.0,[Fe/H],,4.5,,3.1028,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m19.98s,290.8332412,+38d11m03.07s,38.1841851,10.65199,70.55188,59.24941,303.14379,38.013643,17.7299,-33.6257,369.645,2.67648,15.813,14.221,12.536,12.058,11.959,17.0861,15.2871,15.3794,14.1837,13.9958,11.944,12.033,11.895,9.331,14.0178,,13.4122,14.018,25/08/2015,24/09/2015,25/08/2015,1,0,0,0,0,0
21380,24737,Kepler-49 b,Kepler-49,b,,,TIC 137555411,Gaia DR2 2053523271244105216,1,1,4,0,0,Transit,2012,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,7.2037945,,2.72,0.243,,,,,,,,,,,,,,,2455003.288,BJD,1,,,2.9766,,0.04723,,,,,,,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,,3974.0,0.53,0.55,,,,4.73,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,10.71393,73.2573,61.21726,306.7487,8.7342163,-7.61449,4.27856,311.222,3.1845,17.11,15.655,13.184,12.487,12.383,,,,,,12.253,12.285,12.234,9.372,15.2293,,14.3807,15.264,20/09/2021,2013-01,20/09/2021,1,0,0,0,0,3
21395,24752,Kepler-49 c,Kepler-49,c,,,TIC 137555411,Gaia DR2 2053523271244105216,0,1,4,0,0,Transit,2012,<a refstr=STEFFEN_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013MNRAS.428.1077S/abstract target=ref> Steffen et al. 2013 </a>,2013-01,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DRESSING__AMP__CHARBONNEAU_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...767...95D/abstract target=ref>Dressing &amp; Charbonneau 2013</a>,10.913,,2.69,0.24,,,,,,,,,,,,9.4,,,2454839.158,BJD,1,0.8,,,21.948,0.047,,,,,,,<a refstr=DRESSING__AMP__CHARBONNEAU_2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...767...95D/abstract target=ref>Dressing &amp; Charbonneau 2013</a>,,3903.0,0.52,0.54,-0.2,[Fe/H],,4.74,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,10.71393,73.2573,61.21726,306.7487,8.7342163,-7.61449,4.27856,311.222,3.1845,17.11,15.655,13.184,12.487,12.383,,,,,,12.253,12.285,12.234,9.372,15.2293,,14.3807,15.264,02/03/2016,2013-04,10/03/2016,1,0,0,0,0,4
21410,24767,Kepler-49 d,Kepler-49,d,,,TIC 137555411,Gaia DR2 2053523271244105216,0,1,4,0,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,2.576555,0.03,1.84,,,,,,,,,,,,0.0,,751.0,79.07,2455005.128,BJD,1,0.924,0.0794,1.8736,4.9,0.0321,,,,,,,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,4069.0,0.53,0.55,,,,4.74,13.9,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,10.71393,73.2573,61.21726,306.7487,8.7342163,-7.61449,4.27856,311.222,3.1845,17.11,15.655,13.184,12.487,12.383,,,,,,12.253,12.285,12.234,9.372,15.2293,,14.3807,15.264,28/10/2013,08/01/2014,28/10/2013,1,0,0,0,0,0
21424,24781,Kepler-49 e,Kepler-49,e,,,TIC 137555411,Gaia DR2 2053523271244105216,0,1,4,0,0,Transit,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,2014-03,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,18.5960431,0.1119,1.3,,,,,,,,,,,,0.0,3.94,359.0,89.95,2454974.266,BJD,1,0.0073,0.06604,2.37,61.35,0.02328,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3816.0,0.51,0.54,-0.05,[Fe/H],,4.75,,12.6295,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h29m10.68s,292.2945208,+40d35m30.52s,40.5918123,10.71393,73.2573,61.21726,306.7487,8.7342163,-7.61449,4.27856,311.222,3.1845,17.11,15.655,13.184,12.487,12.383,,,,,,12.253,12.285,12.234,9.372,15.2293,,14.3807,15.264,18/11/2014,04/12/2014,18/11/2014,1,0,0,0,0,0
21437,24794,Kepler-490 b,Kepler-490,b,,,TIC 271424111,Gaia DR2 2128525460498487424,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,3.26869522,,,,,,,,,,,,,,,,,,2454967.214,BJD,0,,1.0652,3.6002,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6007.22,1.41,1.11,0.152,[M/H],0.365,4.19,,0.5638,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h40m06.16s,295.025662,+46d57m21.43s,46.9559536,11.84256,79.95208,66.42539,316.21588,8.7220766,-1.90758,-8.51092,1523.0,0.628408,15.069,14.843,13.819,13.502,13.469,,,,,,13.507,13.556,13.261,9.602,14.8173,,14.3999,14.879,26/07/2016,2016-07,28/07/2016,1,0,0,0,0,0
21446,24803,Kepler-491 b,Kepler-491,b,,,TIC 158388163,Gaia DR2 2102468134431912064,1,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,4.22538451,,8.92,0.796,,,,,,,,,,,,,,,2454970.561,JD,0,,,2.81829,,0.07948,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5582.0,1.03,1.04,0.37,[Fe/H],,4.42,4.47,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h08m31.34s,287.1305782,+42d21m00.55s,42.3501533,14.96283,73.21539,64.02727,299.80584,5.5855406,-4.24802,-3.62665,630.785,1.55653,14.754,14.178,12.746,12.426,12.354,,,,,,12.312,12.375,12.17,9.025,13.9616,,13.4584,14.014,06/05/2016,2016-05,10/05/2016,1,0,0,0,0,0
21456,24813,Kepler-493 b,Kepler-493,b,,,TIC 139104940,Gaia DR2 2076166029596100224,1,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.00387658,,15.13,1.35,,,,,,,,,,,,,,,2454967.711,JD,0,,,3.2585,,0.08962,,,,,,,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6457.0,1.54,1.36,0.11,[Fe/H],,4.19,2.0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h41m13.81s,295.3075252,+38d52m53.66s,38.8815716,7.86789,72.81371,58.85318,310.03899,18.3016519,-5.82209,-17.3509,1745.77,0.545032,14.688,15.268,13.956,13.696,13.727,,,,,,13.583,13.677,12.617,9.24,15.0352,,14.5855,14.996,06/05/2016,2016-05,10/05/2016,1,0,0,0,0,0
21466,24823,Kepler-494 b,Kepler-494,b,,,TIC 169176556,Gaia DR2 2076942628402548608,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,8.02511979,,,,,,,,,,,,,,,,,,2454965.469,BJD,0,,0.3234,5.5323,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h48m51.37s,297.2140408,+41d39m50.43s,41.6640071,7.94859,75.98232,60.94733,314.71041,7.5257781,-5.27652,-5.36616,750.177,,15.2,14.287,12.899,12.54,12.468,,,,,,12.416,12.443,12.92,9.498,14.1219,,13.6051,14.153,26/07/2016,2016-07,28/07/2016,1,0,0,0,0,0
