rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
3658,K2-139 b,K2-139,b,,,TIC 11023038,Gaia DR2 4084602654011029376,1,1,1,0,0,Transit,2017,<a refstr=BARRAG_AACUTE_N_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1765B/abstract target=ref>Barrag&aacute;n et al. 2018</a>,2018-04,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,28.380619,0.000551,-0.000528,0,0.1796,0.0015,-0.0015,0,9.11,0.17,-0.17,0,0.813,0.015,-0.015,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,8,-8,0,,,,,2457325.818,0.00058,-0.00059,0,BJD,0,0.17,0.16,-0.12,0,,,,,,,,,47.25,0.73,-1.98,0,0.0951,0.0012,-0.0007,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,,5370,68,-68,0,0.88,0.01,-0.01,0,0.96,0.02,-0.02,0,0.24,0.05,-0.05,0,[Fe/H],,,,,4.54,0.02,-0.02,0,,,,,2.477,0.193,-0.185,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h16m16.01s,289.066707,-17d54m38.57s,-17.9107147,-13.40289,19.45003,4.33438,288.16346,38.7241554,0.082546,-0.082546,37.2813,0.0838795,-0.0838795,-10.4721,0.0632543,-0.0632543,153.856,0.932,-0.921,6.47101,0.0388505,-0.0388505,12.434,0.285,-0.285,11.652,0.02,-0.02,10.177,0.022,-0.022,9.768,0.022,-0.022,9.66,0.023,-0.023,,,,,,,,,,,,,,,,9.604,0.023,-0.023,9.677,0.02,-0.02,9.566,0.05,-0.05,8.242,,,11.4626,0.000529,-0.000529,,,,10.9139,0.0062,-0.0062,11.47,,,24/10/2018,2018-12,26/10/2018,1,0,0,0,0,0
3660,K2-14 b,K2-14,b,,,TIC 366683184,Gaia DR2 3892632287473304064,1,1,1,0,0,Transit,2015,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,2015-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,8.36802,0.00019,-0.00019,0,0.0627,0.0006,-0.0006,0,4.81,0.42,-0.42,0,0.429,0.037,-0.037,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488,8,-8,0,,,,,2456811.451,0.0013,-0.0013,0,BJD,0,,,,,0.943,,,0,,,,,30.16,0.69,-0.69,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,3789,17,-16,0,0.45,0.01,-0.01,0,0.47,0.01,-0.01,0,-0.37,0.03,-0.04,0,[Fe/H],,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m13.65s,178.0568745,+02d35m38.84s,2.5941222,61.66737,270.39884,1.60747,177.18562,46.8749859,0.0894274,-0.0894274,-39.2368,0.10004,-0.10004,-25.6464,0.0573657,-0.0573657,364.048,8.099,-8.099,2.71943,0.0606212,-0.0606212,17.783,0.168,-0.168,15.78,1.133,-1.133,13.416,0.027,-0.027,12.772,0.022,-0.022,12.611,0.031,-0.031,,,,,,,,,,,,,,,,12.53,0.024,-0.024,12.569,0.026,-0.026,11.907,,,8.967,,,15.5348,0.000609,-0.000609,,,,14.611,0.0074056,-0.0074056,15.547,,,13/07/2015,2015-08,16/07/2015,0,0,0,0,0,0
3667,K2-140 b,K2-140,b,,,TIC 380255458,Gaia DR2 3579426053724051584,1,1,1,0,0,Transit,2017,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.475.1809G/abstract target=ref>Giles et al. 2018</a>,2018-04,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,6.569188,0.000031,-0.000031,0,0.068,0.001,-0.001,0,13.563,1.009,-1.009,0,1.21,0.09,-0.09,0,295.58042,12.71314,-12.71314,0,0.93,0.04,-0.04,0,,,,,,,,,,,,,,,,,295.58042,12.71314,-12.71314,0,0.93,0.04,-0.04,0,Mass,0.66,0.18,-0.18,0,0,,,0,204,10,-10,0,962,28,-28,0,88.3,0.1,-0.1,0,2457588.285,0.00005,-0.00005,0,BJD,0,0.42,0.04,-0.04,0,1.557,0.002,-0.002,0,3.81,0.04,-0.04,0,14.1,0.2,-0.2,0,0.117,0.001,-0.001,0,,,,,,,,,90,,,0,104.1,2.7,-2.7,0,,,,,,,,,<a refstr=KORTH_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1807K/abstract target=ref>Korth et al. 2019</a>,G6 V,5585,120,-120,0,1.06,0.07,-0.06,0,0.96,0.06,-0.04,0,0.1,0.1,-0.1,0,[Fe/H],,,,,4.4,0.2,-0.2,0,9.8,3.4,-4.6,0,1.133,0.284,-0.284,0,3.6,1,-1,0,14.6,4.1,-4.1,0,1.22,0,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h32m32.96s,188.1373172,-09d36m27.40s,-9.6076115,52.97976,295.18424,-5.60176,191.26612,9.1626225,0.0828093,-0.0828093,-6.83111,0.100677,-0.100677,6.10652,0.0524851,-0.0524851,347.917,8.287,-7.917,2.84731,0.0663889,-0.0663889,13.349,0.033,-0.033,12.727,0.092,-0.092,11.421,0.026,-0.026,11.068,0.021,-0.021,10.995,0.021,-0.021,,,,,,,,,,,,,,,,10.985,0.024,-0.024,11.03,0.021,-0.021,10.891,0.119,-0.119,8.898,,,12.4814,0.000166,-0.000166,,,,12.0213,0.006,-0.006,12.483,,,12/07/2021,2019-01,12/07/2021,1,0,0,0,0,0
3668,K2-141 b,K2-141,b,,,TIC 301235044,Gaia DR2 2643952940813536768,1,1,2,0,0,Transit,2018,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,0.2803244,0.0000015,-0.0000015,0,,,,,1.51,0.05,-0.05,0,0.135,0.004,-0.004,0,5.08,0.41,-0.41,0,0.01598,0.00129,-0.00129,0,,,,,,,,,,,,,,,,,5.08,0.41,-0.41,0,0.01598,0.00129,-0.00129,0,Mass,8.2,1.1,-1.1,0,0,,,0,,,,,,,,,86.3,2.7,-3.6,0,2457744.072,0.00022,-0.00022,0,BJD-TDB,0,,,,,,,,,,,,,2.292,0.053,-0.06,0,0.02037,0.00046,-0.00046,0,,,,,,,,,90,,,0,6.25,0.48,-0.48,0,,,,,,,,,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,,4599,79,-79,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,-0.06,0.08,-0.1,0,[Fe/H],-0.75,0.04,-0.04,0,4.62,0.02,-0.03,0,6.3,6.6,-4.7,0,3.164,0.227,-0.227,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,-56.5953,80.19878,2.50692,351.1871,118.9035436,0.0685131,-0.0685131,116.168,0.0688865,-0.0688865,25.3584,0.0601448,-0.0601448,61.8736,0.1662,-0.1654,16.1332,0.0429849,-0.0429849,12.139,0.329,-0.329,11.454,0.023,-0.023,9.086,0.021,-0.021,8.524,0.053,-0.053,8.401,0.023,-0.023,15.6305,0.009537,-0.009537,11.9478,0.0006742,-0.0006742,10.7258,0.0005169,-0.0005169,10.3734,0.0005276,-0.0005276,10.9381,0.0021332,-0.0021332,8.311,0.024,-0.024,8.391,0.02,-0.02,8.311,0.023,-0.023,7.93,0.223,-0.223,10.7217,0.000692,-0.000692,,,,10.0298,0.006,-0.006,10.619,,,16/01/2018,2018-03,18/01/2018,0,0,0,0,0,0
3671,K2-141 c,K2-141,c,,,TIC 301235044,Gaia DR2 2643952940813536768,1,1,2,0,0,Transit,2018,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,7.7485,0.00022,-0.00022,0,,,,,7,4.6,-2.8,0,0.624,0.41,-0.25,0,7.4,,,1,0.02328,,,1,,,,,,,,,,,,,,,,,7.4,,,1,0.02328,,,1,Mass,,,,,0,,,0,,,,,,,,,87.2,1.6,-2,0,2457751.155,0.001,-0.001,0,BJD-TDB,0,,,,,,,,,,,,,21.59,0.71,-0.74,0,0.094,0.061,-0.037,0,,,,,,,,,90,,,0,3,,,1,,,,,,,,,<a refstr=MALAVOLTA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..107M/abstract target=ref>Malavolta et al. 2018</a>,,4599,79,-79,0,0.68,0.02,-0.02,0,0.71,0.03,-0.03,0,-0.06,0.08,-0.1,0,[Fe/H],-0.75,0.04,-0.04,0,4.62,0.02,-0.03,0,6.3,6.6,-4.7,0,3.164,0.227,-0.227,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h23m40.09s,350.9170464,-01d11m21.06s,-1.1891827,-56.5953,80.19878,2.50692,351.1871,118.9035436,0.0685131,-0.0685131,116.168,0.0688865,-0.0688865,25.3584,0.0601448,-0.0601448,61.8736,0.1662,-0.1654,16.1332,0.0429849,-0.0429849,12.139,0.329,-0.329,11.454,0.023,-0.023,9.086,0.021,-0.021,8.524,0.053,-0.053,8.401,0.023,-0.023,15.6305,0.009537,-0.009537,11.9478,0.0006742,-0.0006742,10.7258,0.0005169,-0.0005169,10.3734,0.0005276,-0.0005276,10.9381,0.0021332,-0.0021332,8.311,0.024,-0.024,8.391,0.02,-0.02,8.311,0.023,-0.023,7.93,0.223,-0.223,10.7217,0.000692,-0.000692,,,,10.0298,0.006,-0.006,10.619,,,16/01/2018,2018-03,18/01/2018,1,0,0,0,0,0
3677,K2-146 b,K2-146,b,,,TIC 175261852,Gaia DR2 661192902209491456,1,1,2,0,0,Transit,2018,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,2.6446,0.00006,-0.00006,0,,,,,2.05,0.06,-0.06,0,0.183,0.005,-0.005,0,5.77,0.18,-0.18,0,0.01816,0.00024,-0.00024,0,,,,,,,,,,,,,,,,,5.77,0.18,-0.18,0,0.01816,0.00024,-0.00024,0,Mass,3.69,0.21,-0.21,0,0.129,0.019,-0.019,0,,,,,,,,,88.93,0.11,-0.11,0,2458204.59,0.0005,-0.0005,0,BJD,1,,,,,,,,,,,,,,,,,0.0572,0.0005,-0.0005,0,,,,,,,,,-64,6,-6,0,,,,,,,,,,,,,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,,3385,70,-70,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,,,,,,,,,,,,,,5,4,-2,0,13.1,1.1,-1.1,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,32.21884,206.52797,0.70247,127.4315,129.9980836,0.0777051,-0.0777051,-15.9167,0.117628,-0.117628,-129.02,0.0769376,-0.0769376,79.3002,0.478,-0.4723,12.5821,0.0749898,-0.0749898,17.873,0.168,-0.168,16.7,0.2,-0.2,12.183,0.021,-0.021,11.605,0.018,-0.018,11.37,0.023,-0.023,,,,,,,,,,,,,,,,11.175,0.023,-0.023,11.03,0.021,-0.021,10.98,0.191,-0.191,8.451,,,14.9834,0.000523,-0.000523,,,,13.7247,0.0073796,-0.0073796,15.031,,,09/08/2019,2019-09,15/08/2019,0,0,0,0,0,0
3682,K2-146 c,K2-146,c,,,TIC 175261852,Gaia DR2 661192902209491456,1,1,2,0,0,Transit,2019,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,2019-09,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,4.00498,0.00011,-0.00011,0,,,,,2.19,0.07,-0.07,0,0.195,0.006,-0.006,0,7.49,0.24,-0.24,0,0.02358,0.00031,-0.00031,0,,,,,,,,,,,,,,,,,7.49,0.24,-0.24,0,0.02358,0.00031,-0.00031,0,Mass,3.92,0.27,-0.27,0,0.075,0.016,-0.016,0,,,,,,,,,87.54,0.04,-0.04,0,2458204.132,0.0007,-0.0007,0,BJD,1,,,,,,,,,,,,,,,,,0.0612,0.0009,-0.0009,0,,,,,,,,,130,5,-5,0,,,,,,,,,,,,,<a refstr=HAMANN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..133H/abstract target=ref>Hamann et al. 2019</a>,,3385,70,-70,0,0.33,0.01,-0.01,0,0.33,0.01,-0.01,0,,,,,,,,,,,,,,5,4,-2,0,13.1,1.1,-1.1,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,130.0266951,+19d05m32.43s,19.0923416,32.21884,206.52797,0.70247,127.4315,129.9980836,0.0777051,-0.0777051,-15.9167,0.117628,-0.117628,-129.02,0.0769376,-0.0769376,79.3002,0.478,-0.4723,12.5821,0.0749898,-0.0749898,17.873,0.168,-0.168,16.7,0.2,-0.2,12.183,0.021,-0.021,11.605,0.018,-0.018,11.37,0.023,-0.023,,,,,,,,,,,,,,,,11.175,0.023,-0.023,11.03,0.021,-0.021,10.98,0.191,-0.191,8.451,,,14.9834,0.000523,-0.000523,,,,13.7247,0.0073796,-0.0073796,15.031,,,09/08/2019,2019-09,15/08/2019,1,0,0,0,0,0
3685,K2-147 b,K2-147,b,,,TIC 398275886,Gaia DR2 6764974194470777600,1,1,1,0,0,Transit,2018,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,0.961918,0.000013,-0.000013,0,,,,,0.73,0.2,-0.2,0,0.065,0.018,-0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.9,5,-4,0,2457327.917,0.00089,-0.001,0,HJD,0,,,,,,,,,,,,,7.9,0.8,-2,0,0.0213,0.0014,-0.00072,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=ADAMS_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PSJ.....2..152A/abstract target=ref>Adams et al. 2021</a>,,3775,186,-186,0,0.31,0.08,-0.08,0,,,,,-0.1,0.15,-0.15,0,[Fe/H],,,,,5,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h35m19.93s,293.8330329,-28d29m54.51s,-28.498475,-21.497,10.94419,-6.77638,290.95345,150.8428345,0.0494774,-0.0494774,-31.4257,0.0548996,-0.0548996,-147.533,0.0492172,-0.0492172,90.5494,0.2767,-0.275,11.0149,0.033392,-0.033392,15.483,0.033,-0.033,14.044,0.038,-0.038,10.835,0.022,-0.022,10.186,0.022,-0.022,9.997,0.021,-0.021,,,,,,,,,,,,,,,,9.882,0.022,-0.022,9.874,0.02,-0.02,9.665,0.046,-0.046,7.894,,,13.1913,0.000537,-0.000537,,,,12.1427,0.0073057,-0.0073057,13.355,,,28/03/2022,2021-08,28/03/2022,0,0,0,0,0,0
3686,K2-148 b,K2-148,b,,,TIC 423358488,Gaia DR2 2536443724641751808,1,2,3,0,0,Transit,2018,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,4.38395,0.0008,-0.0008,0,0.0454,0.0014,-0.0014,0,1.33,0.19,-0.18,0,0.119,0.017,-0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.8,11,-11,0,,,,,,,,,2457390.06,0.00961,-0.00961,0,BJD,0,,,,,,,,,,,,,16.7,3.2,-4.5,0,0.0193,0.0021,-0.0019,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,,4079,70,-70,0,0.63,0.06,-0.06,0,0.65,0.06,-0.06,0,-0.11,0.12,-0.12,0,[Fe/H],-0.996,0.086,-0.107,0,4.65,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,-63.0179,126.58855,-5.9009,13.28542,45.3227041,0.0747283,-0.0747283,-38.6993,0.0830732,-0.0830732,-23.5905,0.0451724,-0.0451724,124.458,0.626,-0.619,8.00615,0.0399039,-0.0399039,14.904,0.088,-0.088,13.627,0.103,-0.103,11.082,0.024,-0.024,10.457,0.027,-0.027,10.292,0.025,-0.025,,,,,,,,,,,,,,,,10.214,0.024,-0.024,10.257,0.022,-0.022,10.163,0.08,-0.08,8.435,,,13.0599,0.00078,-0.00078,,,,12.2481,0.0062,-0.0062,12.975,,,01/02/2018,2018-03,01/02/2018,3,0,0,0,0,0
3688,K2-148 c,K2-148,c,,,TIC 423358488,Gaia DR2 2536443724641751808,1,2,3,0,0,Transit,2018,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,2018-03,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,6.9226,0.0007,-0.0007,0,0.0616,0.0019,-0.0019,0,1.73,0.24,-0.21,0,0.154,0.021,-0.019,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.5,6,-6,0,,,,,,,,,2457387.728,0.00458,-0.00458,0,BJD,0,,,,,,,,,,,,,27.3,3.6,-6.9,0,0.0251,0.0025,-0.0018,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,,4079,70,-70,0,0.63,0.06,-0.06,0,0.65,0.06,-0.06,0,-0.11,0.12,-0.12,0,[Fe/H],-0.996,0.086,-0.107,0,4.65,0.05,-0.05,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h58m04.24s,14.5176494,-00d11m35.73s,-0.193258,-63.0179,126.58855,-5.9009,13.28542,45.3227041,0.0747283,-0.0747283,-38.6993,0.0830732,-0.0830732,-23.5905,0.0451724,-0.0451724,124.458,0.626,-0.619,8.00615,0.0399039,-0.0399039,14.904,0.088,-0.088,13.627,0.103,-0.103,11.082,0.024,-0.024,10.457,0.027,-0.027,10.292,0.025,-0.025,,,,,,,,,,,,,,,,10.214,0.024,-0.024,10.257,0.022,-0.022,10.163,0.08,-0.08,8.435,,,13.0599,0.00078,-0.00078,,,,12.2481,0.0062,-0.0062,12.975,,,01/02/2018,2018-03,01/02/2018,3,0,0,0,0,0
