rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec
4558,K2-35 c,K2-35,c,,,TIC 363478257,Gaia DR2 3810609819552494976,1,1,2,0,0,Transit,2016,<a refstr=SINUKOFF_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...827...78S/abstract target=ref>Sinukoff et al. 2016</a>,2016-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,5.608352,0.000335,-0.000338,0,0.055,0.002,-0.002,0,1.93,0.13,-0.11,0,0.172,0.012,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,0.156754,-0.096124,0,68,12.1,-10.5,0,,,,,88.58,0.79,-0.44,0,2456812.119,0.002,-0.002,0,BJD,0,,,,,,,,,,,,,19.1,0.9,-0.91,0,0.02849,0.00138,-0.00109,0,,,,,,,,,41.16,94.4387,-143.8159,0,,,,,,,,,,,,,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,,4402.71,95.55,-93.27,0,0.62,0.03,-0.03,0,0.7,0.07,-0.07,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h20m24.74s,170.1031027,+01d17m09.12s,1.2858679,56.17437,258.9287,-2.7376,170.39993,19.9655474,0.0393477,-0.0393477,4.41316,0.0471148,-0.0471148,-19.4717,0.0389069,-0.0389069,252.596,2.4395,-2.4395,3.9304,0.0379436,-0.0379436,15.584,0.023,-0.023,14.166,0.172,-0.172,12.144,0.024,-0.024,11.564,0.024,-0.024,11.423,0.021,-0.021,17.5708,0.0102155,-0.0102155,14.9859,0.0031315,-0.0031315,13.8685,0.0031753,-0.0031753,13.4666,0.0034004,-0.0034004,13.2504,0.0034047,-0.0034047,11.383,0.023,-0.023,11.464,0.021,-0.021,11.599,0.248,-0.248,8.966,,,13.9152,0.000398,-0.000398,,,,13.1872,0.0065,-0.0065,13.917,,,15/10/2020,2017-11,22/10/2020,0,0,0,0,0,0
4563,K2-350 b,K2-350,b,,,TIC 294319820,Gaia DR2 3606709167752821632,1,1,2,0,0,Transit,2021,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,2021-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,4.163873,0.000022,-0.000023,0,,,,,1.54,0.15,-0.11,0,0.137,0.013,-0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158,29,-34,0,,,,,2457219.278,0.003444,-0.003308,0,BJD,0,0.41,0.32,-0.28,0,,,,,2.75,0.16,-0.16,0,10.68,1.2,-2.62,0,0.0135,0.001,-0.0008,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5789,46,-50,0,1.04,0.06,-0.05,0,0.98,0.02,-0.02,0,-0.02,0.03,-0.03,0,[Fe/H],,,,,4.39,0.05,-0.04,0,,,,,,,,,,,,,8.22,0.47,-0.47,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h36m08.52s,204.0355092,-14d00m33.31s,-14.0092516,47.45593,319.0805,-3.72145,207.37685,19.6445439,0.0424002,-0.0424002,-18.768,0.0430416,-0.0430416,-5.80261,0.034993,-0.034993,489.368,6.016,-5.875,2.01484,0.024639,-0.024639,14.148,0.05,-0.05,13.449,0.092,-0.092,12.191,0.026,-0.026,11.867,0.023,-0.023,11.776,0.024,-0.024,,,,,,,,,,,,,,,,11.746,0.022,-0.022,11.76,0.021,-0.021,12.116,0.279,-0.279,9.169,,,13.3115,0.000352,-0.000352,,,,12.8469,0.0072,-0.0072,13.267,,,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
4564,K2-350 c,K2-350,c,,,TIC 294319820,Gaia DR2 3606709167752821632,1,1,2,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,19.991944,0.000123,-0.000194,0,,,,,2.74,0.25,-0.18,0,0.244,0.022,-0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,687,16,-18,0,,,,,2457228.165,0.002851,-0.002858,0,BJD,0,0.45,0.33,-0.29,0,,,,,4.94,0.19,-0.2,0,28.71,2.95,-8.21,0,0.0239,0.002,-0.0009,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5789,46,-50,0,1.04,0.06,-0.05,0,0.98,0.02,-0.02,0,-0.02,0.03,-0.03,0,[Fe/H],,,,,4.39,0.05,-0.04,0,,,,,,,,,,,,,8.22,0.47,-0.47,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h36m08.52s,204.0355092,-14d00m33.31s,-14.0092516,47.45593,319.0805,-3.72145,207.37685,19.6445439,0.0424002,-0.0424002,-18.768,0.0430416,-0.0430416,-5.80261,0.034993,-0.034993,489.368,6.016,-5.875,2.01484,0.024639,-0.024639,14.148,0.05,-0.05,13.449,0.092,-0.092,12.191,0.026,-0.026,11.867,0.023,-0.023,11.776,0.024,-0.024,,,,,,,,,,,,,,,,11.746,0.022,-0.022,11.76,0.021,-0.021,12.116,0.279,-0.279,9.169,,,13.3115,0.000352,-0.000352,,,,12.8469,0.0072,-0.0072,13.267,,,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
4569,K2-351 b,K2-351,b,,,TIC 187273748,Gaia DR2 3613442989278322432,1,1,1,0,0,Transit,2016,<a refstr=BARROS_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...594A.100B/abstract target=ref>Barros et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,7.806164,0.000673,-0.000623,0,,,,,2.54,0.25,-0.19,0,0.227,0.022,-0.017,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,934,28,-32,0,,,,,2457223.495,0.002614,-0.002604,0,BJD,0,0.39,0.3,-0.27,0,,,,,2.78,0.12,-0.11,0,20.2,1.8,-4.36,0,0.0221,0.0013,-0.0009,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5769,39,-37,0,1.05,0.07,-0.06,0,1.02,0.02,-0.02,0,0.08,0.02,-0.02,0,[Fe/H],,,,,4.4,0.06,-0.06,0,,,,,,,,,,,,,25.23,1.82,-1.82,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h46m36.54s,206.6522408,-11d48m17.85s,-11.8049588,48.82989,323.69493,-0.74719,208.96485,16.7482938,0.053448,-0.053448,-16.711,0.053477,-0.053477,1.11706,0.0465162,-0.0465162,694.734,15.57,-14.914,1.41109,0.0313294,-0.0313294,14.843,0.057,-0.057,14.195,0.092,-0.092,12.869,0.026,-0.026,12.535,0.028,-0.028,12.497,0.033,-0.033,,,,,,,,,,,,,,,,12.409,0.023,-0.023,12.453,0.025,-0.025,12.11,0.288,-0.288,8.701,,,13.9854,0.000371,-0.000371,,,,13.5118,0.0078,-0.0078,14.01,,,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
4571,K2-352 b,K2-352,b,,,TIC 86130229,Gaia DR2 632634358985725184,1,1,3,0,0,Transit,2021,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,2021-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,3.665912,0.000273,-0.000295,0,,,,,1.37,0.1,-0.07,0,0.122,0.009,-0.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,16,-15,0,,,,,2458098.635,0.003388,-0.003276,0,BJD,0,0.42,0.33,-0.29,0,,,,,1.63,0.12,-0.11,0,15.66,2.02,-4.09,0,0.0132,0.001,-0.0006,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5791,81,-81,0,0.95,0.02,-0.02,0,0.98,0.04,-0.04,0,-0.05,0.07,-0.07,0,[Fe/H],,,,,4.47,0.03,-0.03,0,,,,,,,,,,,,,17.59,1.14,-1.14,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m46.84s,140.4451478,+18d28m10.66s,18.469628,41.24964,211.54865,2.88875,137.07385,21.492825,0.0770272,-0.0770272,-7.24167,0.0943093,-0.0943093,20.2361,0.0745251,-0.0745251,176.051,1.895,-1.855,5.65212,0.0600342,-0.0600342,11.953,0.221,-0.221,11.125,0.016,-0.016,10.044,0.02,-0.02,9.759,0.024,-0.024,9.691,0.02,-0.02,15.077,0.010293,-0.010293,11.6343,0.0005516,-0.0005516,11.1519,0.0004879,-0.0004879,11.0194,0.0004968,-0.0004968,11.3075,0.0020321,-0.0020321,9.659,0.024,-0.024,9.703,0.02,-0.02,9.72,0.05,-0.05,8.916,0.522,-0.522,11.1147,0.000879,-0.000879,,,,10.6699,0.0061,-0.0061,11.116,,,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
4573,K2-352 c,K2-352,c,,,TIC 86130229,Gaia DR2 632634358985725184,1,1,3,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,8.234885,0.000508,-0.000475,0,,,,,1.92,0.13,-0.07,0,0.171,0.012,-0.006,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,885,12,-14,0,,,,,2458098.717,0.002711,-0.002885,0,BJD,0,0.41,0.32,-0.28,0,,,,,3.59,0.11,-0.09,0,16.35,1.46,-4.07,0,0.0185,0.0012,-0.0005,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5791,81,-81,0,0.95,0.02,-0.02,0,0.98,0.04,-0.04,0,-0.05,0.07,-0.07,0,[Fe/H],,,,,4.47,0.03,-0.03,0,,,,,,,,,,,,,17.59,1.14,-1.14,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m46.84s,140.4451478,+18d28m10.66s,18.469628,41.24964,211.54865,2.88875,137.07385,21.492825,0.0770272,-0.0770272,-7.24167,0.0943093,-0.0943093,20.2361,0.0745251,-0.0745251,176.051,1.895,-1.855,5.65212,0.0600342,-0.0600342,11.953,0.221,-0.221,11.125,0.016,-0.016,10.044,0.02,-0.02,9.759,0.024,-0.024,9.691,0.02,-0.02,15.077,0.010293,-0.010293,11.6343,0.0005516,-0.0005516,11.1519,0.0004879,-0.0004879,11.0194,0.0004968,-0.0004968,11.3075,0.0020321,-0.0020321,9.659,0.024,-0.024,9.703,0.02,-0.02,9.72,0.05,-0.05,8.916,0.522,-0.522,11.1147,0.000879,-0.000879,,,,10.6699,0.0061,-0.0061,11.116,,,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
4575,K2-352 d,K2-352,d,,,TIC 86130229,Gaia DR2 632634358985725184,1,1,3,0,0,Transit,2018,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,2018-07,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,14.871387,0.000916,-0.000936,0,,,,,2.23,0.13,-0.09,0,0.199,0.012,-0.008,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,727,10,-10,0,,,,,2458103.623,0.002276,-0.002256,0,BJD,0,0.39,0.31,-0.27,0,,,,,4.14,0.11,-0.09,0,25.94,2.11,-5.93,0,0.0214,0.0012,-0.0006,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5791,81,-81,0,0.95,0.02,-0.02,0,0.98,0.04,-0.04,0,-0.05,0.07,-0.07,0,[Fe/H],,,,,4.47,0.03,-0.03,0,,,,,,,,,,,,,17.59,1.14,-1.14,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h21m46.84s,140.4451478,+18d28m10.66s,18.469628,41.24964,211.54865,2.88875,137.07385,21.492825,0.0770272,-0.0770272,-7.24167,0.0943093,-0.0943093,20.2361,0.0745251,-0.0745251,176.051,1.895,-1.855,5.65212,0.0600342,-0.0600342,11.953,0.221,-0.221,11.125,0.016,-0.016,10.044,0.02,-0.02,9.759,0.024,-0.024,9.691,0.02,-0.02,15.077,0.010293,-0.010293,11.6343,0.0005516,-0.0005516,11.1519,0.0004879,-0.0004879,11.0194,0.0004968,-0.0004968,11.3075,0.0020321,-0.0020321,9.659,0.024,-0.024,9.703,0.02,-0.02,9.72,0.05,-0.05,8.916,0.522,-0.522,11.1147,0.000879,-0.000879,,,,10.6699,0.0061,-0.0061,11.116,,,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
4577,K2-353 b,K2-353,b,,,TIC 115010361,Gaia DR2 3638010855046147200,1,1,1,0,0,Transit,2021,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,2021-08,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,15.466805,0.000572,-0.000565,0,,,,,5.55,0.22,-0.2,0,0.495,0.02,-0.018,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,13,-14,0,,,,,2458189.852,0.000977,-0.000988,0,BJD,0,0.77,0.02,-0.02,0,,,,,3.39,0.07,-0.06,0,25.06,0.61,-0.61,0,0.0503,0.0011,-0.0009,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,5698,55,-55,0,0.99,0.03,-0.03,0,0.87,0.02,-0.02,0,-0.21,0.04,-0.04,0,[Fe/H],,,,,4.38,0.03,-0.03,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h26m28.05s,201.6168564,-02d16m54.85s,-2.2819018,59.40196,320.32185,6.30918,200.8339,39.018249,0.0667446,-0.0667446,-38.8041,0.0668826,-0.0668826,-4.08235,0.0528101,-0.0528101,268.515,3.729,-3.629,3.69625,0.0506304,-0.0506304,13.003,0.021,-0.021,12.337,0.057,-0.057,10.951,0.023,-0.023,10.611,0.024,-0.024,10.547,0.025,-0.025,14.9119,0.005552,-0.005552,12.8054,0.0012935,-0.0012935,12.1772,0.001064,-0.001064,11.9731,0.0011444,-0.0011444,12.9958,0.0058296,-0.0058296,10.486,0.023,-0.023,10.533,0.021,-0.021,10.637,0.082,-0.082,9.031,,,12.0988,0.000231,-0.000231,,,,11.6271,0.0067,-0.0067,12.091,,,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
4579,K2-354 b,K2-354,b,,,TIC 468989066,Gaia DR2 601314254872894080,1,1,1,0,0,Transit,2016,<a refstr=POPE_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.3399P/abstract target=ref>Pope et al. 2016</a>,2016-10,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,3.793306,0.000324,-0.000343,0,,,,,1.56,0.08,-0.08,0,0.139,0.007,-0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,8,-9,0,,,,,2457140.226,0.004008,-0.003737,0,BJD,0,0.24,0.17,-0.16,0,,,,,1.53,0.04,-0.08,0,19.05,0.21,-0.21,0,0.0353,0.0017,-0.0017,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DE_LEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021MNRAS.tmp.2120D/abstract target=ref>de Leon et al. 2021</a>,,3669,88,-82,0,0.41,0.01,-0.01,0,0.43,0.01,-0.01,0,-0.04,0.2,-0.24,0,[Fe/H],,,,,4.86,0.01,-0.01,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m31.18s,129.1299193,+10d08m49.98s,10.1472175,27.91033,215.64764,-8.16913,128.87165,16.6789855,0.0526796,-0.0526796,0.19029,0.101931,-0.101931,-16.6779,0.0526702,-0.0526702,91.722,0.5223,-0.5164,10.8741,0.0612686,-0.0612686,16.98,0.014,-0.014,15.296,0.092,-0.092,11.776,0.023,-0.023,11.131,0.026,-0.026,10.964,0.023,-0.023,,,,,,,,,,,,,,,,10.814,0.024,-0.024,10.703,0.021,-0.021,10.696,0.139,-0.139,8.517,,,14.3753,0.000488,-0.000488,,,,13.2202,0.0073415,-0.0073415,14.422,,,23/08/2021,2021-08,23/08/2021,0,0,0,0,0,0
4580,K2-355 b,K2-355,b,,,TIC 186853124,Gaia DR2 650463970824290816,1,1,1,0,0,Transit,2021,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,2022-01,Space,K2,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,5.7385647,0.0013939,-0.0011048,0,0.0632,0.0096,-0.0176,0,2.25,0.22,-0.16,0,0.201,0.02,-0.014,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066,190,-77,0,,,,,2458252.192,0.004933,-0.005562,0,BJD,0,0.43,0.35,-0.3,0,,,,,,,,,14.85,2.05,-4.15,0,0.0223,0.0019,-0.0012,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=CASTRO_GONZ_AACUTE_LEZ_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.1075C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2022</a>,,5790,177,-147,0,0.92,0.04,-0.03,0,0.96,0.05,-0.06,0,-0.12,0.15,-0.18,0,[Fe/H],,,,,4.49,0.03,-0.04,0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m34.23s,124.6426189,+13d30m10.01s,13.5027816,25.31595,210.18832,-5.96872,123.76279,10.6420569,0.0340739,-0.0340739,-4.7637,0.0459276,-0.0459276,-9.51633,0.0303875,-0.0303875,500.497,5.8405,-5.8405,1.96925,0.0231397,-0.0231397,14.419,0.028,-0.028,13.707,0.103,-0.103,12.404,0.021,-0.021,12.073,0.025,-0.025,12.016,0.021,-0.021,15.8587,0.0062418,-0.0062418,15.7199,0.012461,-0.012461,13.6001,0.0028178,-0.0028178,15.4008,0.0133024,-0.0133024,13.6181,0.0065296,-0.0065296,11.951,0.022,-0.022,11.994,0.023,-0.023,11.927,0.392,-0.392,8.811,,,13.5297,0.000195,-0.000195,,,,13.0561,0.0068,-0.0068,13.746,,,20/09/2021,2022-01,20/09/2021,0,0,0,0,0,0
