rowid,pl_name,hostname,period,system_no_of_planets,T0,T0_unit,Author
4362,K2-295 b,K2-295,4.024881,1,57394.91405,MJD,K2
4366,K2-3 b,K2-3,10.05448,3,56812.9189,MJD,K2
4379,K2-3 c,K2-3,24.64671,3,56811.7786,MJD,K2
4390,K2-3 d,K2-3,44.56115,3,56825.7232,MJD,K2
4401,K2-30 b,K2-30,4.098492,1,57063.30713,MJD,K2
4410,K2-308 b,K2-308,3.38641715,1,57822.7233,MJD,K2
4412,K2-31 b,K2-31,1.2578493,1,56893.09877,MJD,K2
4417,K2-315 b,K2-315,3.1443189,1,57990.362,MJD,K2
4418,K2-316 b,K2-316,1.133,2,,,K2
4419,K2-316 c,K2-316,5.26,2,,,K2
4420,K2-317 b,K2-317,6.22,1,,,K2
4421,K2-318 b,K2-318,7.01,1,,,K2
4422,K2-319 b,K2-319,26.68,1,,,K2
4423,K2-32 b,K2-32,8.99213,4,56900.42676,MJD,K2
4433,K2-32 c,K2-32,20.661623,4,56898.9217,MJD,K2
4442,K2-32 d,K2-32,31.715868,4,56903.28707,MJD,K2
4451,K2-32 e,K2-32,4.34882,4,56898.37863,MJD,K2
4454,K2-320 b,K2-320,1.995,1,,,K2
4455,K2-321 b,K2-321,2.298,1,58517.61936,MJD,K2
4457,K2-322 b,K2-322,8.205,1,,,K2
4458,K2-323 b,K2-323,24.93,1,,,K2
4459,K2-324 b,K2-324,3.262,1,,,K2
4460,K2-325 b,K2-325,6.93,1,,,K2
4461,K2-326 b,K2-326,1.256,1,,,K2
4462,K2-329 b,K2-329,12.4551225,1,57772.65727,MJD,K2
4463,K2-33 b,K2-33,5.4252061,1,56898.19288,MJD,K2
4468,K2-330 b,K2-330,13.774798,1,57150.56416,MJD,K2
4474,K2-331 b,K2-331,9.398977,2,58100.42019,MJD,K2
4475,K2-331 c,K2-331,22.996591,2,58112.80475,MJD,K2
4477,K2-332 b,K2-332,17.703,1,57155.92075,MJD,K2
4480,K2-333 b,K2-333,14.759595,1,58096.89598,MJD,K2
4483,K2-334 b,K2-334,5.113823,1,58096.31023,MJD,K2
4486,K2-335 b,K2-335,12.282343,1,57147.70963,MJD,K2
4490,K2-336 b,K2-336,21.191788,1,57146.08557,MJD,K2
4494,K2-337 b,K2-337,16.27284,1,57145.46353,MJD,K2
4498,K2-338 b,K2-338,3.850614,1,57141.02635,MJD,K2
4501,K2-339 b,K2-339,19.508,1,57152.5076,MJD,K2
4503,K2-34 b,K2-34,2.9956372,1,57140.85125,MJD,K2
4516,K2-340 b,K2-340,29.7361,1,57143.31586,MJD,K2
4519,K2-341 b,K2-341,36.552551,1,57152.20869,MJD,K2
4522,K2-342 b,K2-342,11.561052,1,58098.60726,MJD,K2
4524,K2-343 b,K2-343,2.78711,2,57140.82497,MJD,K2
4526,K2-343 c,K2-343,7.676972,2,57144.12455,MJD,K2
4529,K2-344 b,K2-344,3.3557196,1,58095.24773,MJD,K2
4532,K2-345 b,K2-345,10.367437,1,57141.21035,MJD,K2
4535,K2-346 b,K2-346,26.201446,1,57163.89075,MJD,K2
4540,K2-347 b,K2-347,7.187,1,57140.19928,MJD,K2
4543,K2-348 b,K2-348,4.6886293,2,58096.21677,MJD,K2
4546,K2-348 c,K2-348,12.550896,2,58103.93565,MJD,K2
4548,K2-349 b,K2-349,9.032178,1,57218.62743,MJD,K2
4551,K2-35 b,K2-35,2.39901,2,56810.0969,MJD,K2
4556,K2-35 c,K2-35,5.60871,2,56811.6166,MJD,K2
4563,K2-350 b,K2-350,4.163873,2,57218.77763,MJD,K2
4564,K2-350 c,K2-350,19.991944,2,57227.66497,MJD,K2
4567,K2-351 b,K2-351,7.80692,1,57222.99519,MJD,K2
4571,K2-352 b,K2-352,3.665912,3,58098.13528,MJD,K2
4572,K2-352 c,K2-352,8.236486,3,58098.21693,MJD,K2
4574,K2-352 d,K2-352,14.869943,3,58103.12284,MJD,K2
4576,K2-353 b,K2-353,15.4658691,1,58189.35182,MJD,K2
4578,K2-354 b,K2-354,3.794,1,57139.72597,MJD,K2
4580,K2-355 b,K2-355,5.7385647,1,58251.69183,MJD,K2
4581,K2-356 b,K2-356,21.0267366,1,58255.54084,MJD,K2
4582,K2-357 b,K2-357,16.3488637,1,58254.61621,MJD,K2
4583,K2-358 b,K2-358,11.2510285,1,58258.50942,MJD,K2
4584,K2-36 b,K2-36,1.422614,2,56810.39245,MJD,K2
4590,K2-36 c,K2-36,5.340888,2,56812.34001,MJD,K2
4597,K2-365 b,K2-365,23.446873,1,56898.3326,MJD,K2
4602,K2-366 b,K2-366,15.93709,1,56905.9327,MJD,K2
4605,K2-367 b,K2-367,20.645099,1,56996.8941,MJD,K2
4608,K2-368 b,K2-368,5.02629,3,56978.2646,MJD,K2
4611,K2-368 c,K2-368,9.660186,3,56977.375,MJD,K2
4613,K2-368 d,K2-368,20.2009,3,56988.0374,MJD,K2
4615,K2-369 b,K2-369,5.761612,1,56979.3688,MJD,K2
4619,K2-37 b,K2-37,4.443774,3,56897.6167,MJD,K2
4624,K2-37 c,K2-37,6.42904,3,56898.35448,MJD,K2
4630,K2-37 d,K2-37,14.0919,3,56906.7322,MJD,K2
4635,K2-370 b,K2-370,2.14084,1,57821.68401,MJD,K2
4638,K2-371 b,K2-371,3.1148917,1,57140.9176,MJD,K2
4644,K2-372 b,K2-372,9.844,1,57145.8288,MJD,K2
4648,K2-373 b,K2-373,11.02066,1,57149.7916,MJD,K2
4650,K2-374 b,K2-374,4.521953,2,58099.18692,MJD,K2
4652,K2-374 c,K2-374,16.43445,2,58108.73762,MJD,K2
4654,K2-375 b,K2-375,14.460563,1,57146.8335,MJD,K2
4658,K2-376 b,K2-376,5.776475,1,58096.24261,MJD,K2
4660,K2-377 b,K2-377,12.83306,1,57229.6421,MJD,K2
4663,K2-378 b,K2-378,2.060368,1,57217.35,MJD,K2
4666,K2-379 b,K2-379,8.777247,1,57303.4054,MJD,K2
4668,K2-38 b,K2-38,4.01628,2,56896.3693,MJD,K2
4673,K2-38 c,K2-38,10.56103,2,56899.9756,MJD,K2
4677,K2-380 b,K2-380,9.40172,1,57302.4354,MJD,K2
4679,K2-381 b,K2-381,7.9388,3,57304.34484,MJD,K2
4682,K2-381 c,K2-381,16.035054,3,57303.7922,MJD,K2
4687,K2-381 d,K2-381,26.8054,3,57307.4132,MJD,K2
4690,K2-382 b,K2-382,21.697619,1,57313.8647,MJD,K2
4693,K2-383 b,K2-383,1.865979,1,57301.5911,MJD,K2
4696,K2-384 b,K2-384,2.231527,5,57393.2157,MJD,K2
4697,K2-384 c,K2-384,4.194766,5,57393.9158,MJD,K2
4699,K2-384 d,K2-384,6.679582,5,57391.929,MJD,K2
4701,K2-384 e,K2-384,9.71601,5,57398.4604,MJD,K2
4703,K2-384 f,K2-384,13.6274,5,57392.1002,MJD,K2
4706,K2-385 b,K2-385,2.38098,1,57392.9515,MJD,K2
4708,K2-386 b,K2-386,7.473223,1,57395.406,MJD,K2
4711,K2-387 b,K2-387,28.735327,1,57401.4793,MJD,K2
4714,K2-388 b,K2-388,6.339069,1,57741.29441,MJD,K2
4716,K2-389 b,K2-389,8.583566,2,57742.282,MJD,K2
4718,K2-389 c,K2-389,20.851337,2,57746.6012,MJD,K2
4720,K2-39 b,K2-39,4.6028,1,56980.3236,MJD,K2
4726,K2-390 b,K2-390,3.312792,1,57739.4029,MJD,K2
4729,K2-391 b,K2-391,4.622654,1,57741.01645,MJD,K2
4731,K2-392 b,K2-392,15.398723,1,57739.1737,MJD,K2
4733,K2-393 b,K2-393,10.413181,1,57738.8987,MJD,K2
4735,K2-394 b,K2-394,5.095717,1,57824.7859,MJD,K2
4737,K2-395 b,K2-395,4.803352,2,57824.5089,MJD,K2
4739,K2-395 c,K2-395,8.491282,2,57823.0786,MJD,K2
4741,K2-396 b,K2-396,0.673862,2,57820.4636,MJD,K2
4743,K2-396 c,K2-396,25.76051,2,57828.918,MJD,K2
4744,K2-397 b,K2-397,3.572326,1,57823.0751,MJD,K2
4746,K2-398 b,K2-398,6.393025,2,57908.5449,MJD,K2
4748,K2-398 c,K2-398,18.787839,2,57911.1845,MJD,K2
4750,K2-399 b,K2-399,0.7599758,1,57905.7191,MJD,K2
4753,K2-4 b,K2-4,10.0051,1,56815.0157,MJD,K2
4759,K2-400 b,K2-400,3.865053,1,57908.12336,MJD,K2
4761,K2-401 b,K2-401,6.293099,1,57906.4531,MJD,K2
4763,K2-402 b,K2-402,17.27474,1,57919.92863,MJD,K2
4765,K2-403 b,K2-403,33.589979,1,57908.4613,MJD,K2
4767,K2-404 b,K2-404,13.115365,1,57917.33689,MJD,K2
4769,K2-405 b,K2-405,3.435453,1,57908.4959,MJD,K2
4772,K2-406 b,K2-406,22.549406,1,58009.8895,MJD,K2
4774,K2-407 b,K2-407,4.941907,2,57993.0101,MJD,K2
4776,K2-407 c,K2-407,9.22453,2,57997.1545,MJD,K2
4778,K2-408 b,K2-408,20.978959,1,57991.03634,MJD,K2
4780,K2-409 b,K2-409,1.908084,1,57989.7841,MJD,K2
4782,K2-411 b,K2-411,3.2141,1,57064.3355,MJD,K2
4783,K2-412 b,K2-412,5.9382,1,57822.6456,MJD,K2
4784,K2-413 b,K2-413,0.8094,2,57738.1924,MJD,K2
4785,K2-413 c,K2-413,5.3301,2,57738.6673,MJD,K2
4786,K2-414 b,K2-414,4.3696,2,57741.5993,MJD,K2
4787,K2-414 c,K2-414,6.669,2,57739.7563,MJD,K2
4788,K2-42 b,K2-42,6.6874352,1,56814.1747,MJD,K2
4791,K2-43 b,K2-43,3.47114,2,56809.3843,MJD,K2
4797,K2-43 c,K2-43,2.198884,2,56809.8943,MJD,K2
4799,K2-44 b,K2-44,5.65621,1,56811.2094,MJD,K2
4805,K2-45 b,K2-45,1.729257,1,56809.026,MJD,K2
4810,K2-46 b,K2-46,19.15454,1,56814.8395,MJD,K2
4815,K2-47 b,K2-47,31.646306,1,56825.1892,MJD,K2
4818,K2-48 b,K2-48,20.5107,1,56816.9772,MJD,K2
4821,K2-49 b,K2-49,2.77065,1,56812.2938,MJD,K2
4824,K2-5 b,K2-5,5.73649,2,56814.0919,MJD,K2
4829,K2-5 c,K2-5,10.93406,2,56814.0923,MJD,K2
4833,K2-50 b,K2-50,8.7529874,2,56818.5859,MJD,K2
4836,K2-52 b,K2-52,3.53482,1,56895.525,MJD,K2
4840,K2-53 b,K2-53,12.20773,1,56895.885,MJD,K2
4845,K2-54 b,K2-54,9.7843,1,56982.436,MJD,K2
4846,K2-55 b,K2-55,2.849274,1,56982.923,MJD,K2
4853,K2-57 b,K2-57,9.007156,1,56983.8335,MJD,K2
4856,K2-58 b,K2-58,7.05240378,3,56979.42339,MJD,K2
4861,K2-58 c,K2-58,2.53712,3,56979.08615,MJD,K2
4865,K2-58 d,K2-58,22.882,3,56997.5691,MJD,K2
4869,K2-59 b,K2-59,20.6921,2,56986.5603,MJD,K2
4872,K2-59 c,K2-59,11.29665,2,56986.2061,MJD,K2
4875,K2-6 b,K2-6,30.94191,1,56827.0014,MJD,K2
4880,K2-60 b,K2-60,3.00265,1,56978.55672,MJD,K2
4887,K2-61 b,K2-61,2.573413,1,56977.5676,MJD,K2
4892,K2-62 b,K2-62,6.67202,2,56982.18502,MJD,K2
4897,K2-62 c,K2-62,16.197201,2,56991.0447,MJD,K2
4901,K2-63 b,K2-63,20.2653,2,56989.0813,MJD,K2
4904,K2-63 c,K2-63,25.457815,2,56983.1453,MJD,K2
4907,K2-64 b,K2-64,6.53142,1,56979.1593,MJD,K2
4911,K2-65 b,K2-65,12.647815,1,56985.8299,MJD,K2
4916,K2-66 b,K2-66,5.06963,1,56983.509,MJD,K2
4919,K2-68 b,K2-68,8.054787,1,56981.829,MJD,K2
4923,K2-69 b,K2-69,7.06599,1,56982.2863,MJD,K2
4926,K2-7 b,K2-7,28.67992,1,56824.1074,MJD,K2
4929,K2-70 b,K2-70,13.978518,1,56983.94407,MJD,K2
4934,K2-71 b,K2-71,6.98541,1,56986.8785,MJD,K2
4936,K2-72 b,K2-72,5.5773147,4,57009.876,MJD,K2
4939,K2-72 c,K2-72,15.189034,4,56988.965,MJD,K2
4941,K2-72 d,K2-72,7.760178,4,56984.2857,MJD,K2
4943,K2-72 e,K2-72,24.1669,4,56986.554,MJD,K2
4945,K2-73 b,K2-73,7.495,1,56979.6755,MJD,K2
4951,K2-74 b,K2-74,19.565557,1,56997.49994,MJD,K2
4955,K2-75 b,K2-75,7.817949,2,56982.9321,MJD,K2
4959,K2-75 c,K2-75,18.289,2,56992.2346,MJD,K2
4963,K2-77 b,K2-77,8.199814,1,57062.10496,MJD,K2
4969,K2-79 b,K2-79,10.994748,1,57069.74341,MJD,K2
4973,K2-8 b,K2-8,10.35239,2,56813.1125,MJD,K2
4979,K2-8 c,K2-8,5.06408,2,56812.5722,MJD,K2
4984,K2-80 b,K2-80,19.09995,3,57077.09265,MJD,K2
4987,K2-80 c,K2-80,5.605,3,57065.98596,MJD,K2
4990,K2-80 d,K2-80,28.8819,3,57082.4257,MJD,K2
4992,K2-81 b,K2-81,6.10099028,1,57063.8396,MJD,K2
4996,K2-83 b,K2-83,2.747227,2,57063.8154,MJD,K2
4999,K2-83 c,K2-83,10.00102551,2,57065.7688,MJD,K2
5003,K2-84 b,K2-84,6.4215,2,57064.5006,MJD,K2
5005,K2-84 c,K2-84,27.86,2,57068.1225,MJD,K2
5007,K2-85 b,K2-85,0.684557,1,57101.83296,MJD,K2
5014,K2-86 b,K2-86,8.77683,1,57069.5194,MJD,K2
5017,K2-87 b,K2-87,9.726618,1,57062.0749,MJD,K2
5021,K2-88 b,K2-88,4.6122,1,57065.7177,MJD,K2
5024,K2-89 b,K2-89,1.095962,1,57062.2201,MJD,K2
5027,K2-9 b,K2-9,18.4474,1,56822.16979,MJD,K2
5032,K2-90 b,K2-90,13.71468745,2,57078.159,MJD,K2
5037,K2-90 c,K2-90,2.90022,2,57063.3466,MJD,K2
5040,K2-91 b,K2-91,1.419549,1,57062.0891,MJD,K2
5044,K2-95 b,K2-95,10.13446,1,57140.24221,MJD,K2
5052,K2-97 b,K2-97,8.406726,1,57141.5487,MJD,K2
5061,K2-98 b,K2-98,10.136,1,57145.4809,MJD,K2
5069,K2-99 b,K2-99,18.24841,1,57233.32582,MJD,K2
5180,KIC 10525077 b,KIC 10525077,854.083,1,55167.736,MJD,
5182,KIC 3558849 b,KIC 3558849,1322.3,1,55112.42,MJD,
5184,KIC 5437945 b,KIC 5437945,440.7843755,2,54971.8535,MJD,
5192,KIC 5951458 b,KIC 5951458,1320.1,1,55255.963,MJD,
5195,KIC 8540376 b,KOI-7892,31.8099,3,56352.792,MJD,
5196,KIC 8540376 c,KOI-7892,75.2,3,56349.411,MJD,
5197,KIC 9663113 b,KIC 9663113,,2,55139.006,MJD,
5343,KOI-12 b,KOI-12,17.8552333,2,54979.09635,MJD,
5358,KOI-1257 b,KOI-1257,86.64774,1,55006.29426,MJD,
5368,KOI-13 b,KOI-13,1.76358757,1,,,
5387,KOI-142 b,KOI-142,10.91610834,3,54965.50923,MJD,
5395,KOI-142 c,KOI-142,22.26492,3,,,
5397,KOI-1599.01,KOI-1599,20.4071345,2,54972.5355,MJD,
5405,KOI-1599.02,KOI-1599,13.6141,2,54973.4895,MJD,
5412,KOI-1783.01,KOI-1783,134.4786723,2,55001.78141,MJD,
5420,KOI-1783.02,KOI-1783,284.060953,2,55033.33937,MJD,
5428,KOI-1831 d,Kepler-324,34.169,4,54981.3019,MJD,
5436,KOI-1833 d,Kepler-968,7.68433487,3,54965.8597,MJD,
5443,KOI-217 b,KOI-217,3.90508198,1,54965.91432,MJD,
5455,KOI-3503 b,KOI-3503,21.185,2,54981.3096,MJD,
5461,KOI-3503 c,KOI-3503,31.828,2,54977.0289,MJD,
5465,KOI-351 b,KOI-351,7.00823498,8,54970.1906,MJD,
5473,KOI-351 c,KOI-351,,8,54972.0687,MJD,
5481,KOI-351 d,KOI-351,59.73716,8,54991.45974,MJD,
5490,KOI-351 e,KOI-351,91.9401253,8,54966.80249,MJD,
5499,KOI-351 f,KOI-351,124.9134973,8,55087.21013,MJD,
5506,KOI-351 g,KOI-351,210.60697,8,54979.59151,MJD,
5516,KOI-351 h,KOI-351,331.643,8,54972.99893,MJD,
5526,KOI-3680 b,KOI-3680,141.2415405,1,55936.15434,MJD,
5533,KOI-4777.01,KOI-4777,0.82400012,1,54964.719,MJD,
5540,KOI-7368 b,KOI-7368,6.842939,1,54969.5463,MJD,
5544,KOI-7913 b,KOI-7913 A,24.2783801,1,54987.0121,MJD,
5547,KOI-94 b,KOI-94,3.74316673,4,54964.11967,MJD,
5558,KOI-94 c,KOI-94,10.42367744,4,54970.51065,MJD,
5571,KOI-94 d,KOI-94,22.34296483,4,54965.24176,MJD,
5586,KOI-94 e,KOI-94,,4,54993.73915,MJD,
5599,KOI-984 b,KOI-984,4.28745547,2,55094.56295,MJD,
5616,Kepler-10 b,Kepler-10,0.837491,2,54964.07375,MJD,Kepler
5636,Kepler-10 c,Kepler-10,45.29431717,2,54971.1761,MJD,Kepler
5653,Kepler-100 b,Kepler-100,6.88701386,3,54965.6758,MJD,Kepler
5665,Kepler-100 c,Kepler-100,12.81587113,3,,,Kepler
5677,Kepler-100 d,Kepler-100,35.33313,3,54986.46936,MJD,Kepler
5689,Kepler-1000 b,Kepler-1000,120.0181272,1,54966.689,MJD,Kepler
5699,Kepler-1001 b,Kepler-1001,14.30511983,2,54967.566,MJD,Kepler
5709,Kepler-1001 c,Kepler-1001,9.18189122,2,54964.91148,MJD,Kepler
5716,Kepler-1002 b,Kepler-1002,4.33643506,1,54966.356,MJD,Kepler
5725,Kepler-1003 b,Kepler-1003,3.55485634,1,54964.304,MJD,Kepler
5735,Kepler-1004 b,Kepler-1004,5.288016,1,54967.864,MJD,Kepler
5745,Kepler-1005 b,Kepler-1005,,1,54968.501,MJD,Kepler
5755,Kepler-1006 b,Kepler-1006,19.76176209,1,54967.676,MJD,Kepler
5765,Kepler-1007 b,Kepler-1007,5.18500207,1,54964.379,MJD,Kepler
5774,Kepler-1008 b,Kepler-1008,12.43931193,1,54968.878,MJD,Kepler
5784,Kepler-1009 b,Kepler-1009,11.35011917,1,54966.545,MJD,Kepler
5794,Kepler-101 b,Kepler-101,3.48768863,2,55003.4,MJD,Kepler
5805,Kepler-101 c,Kepler-101,,2,54964.98205,MJD,Kepler
5815,Kepler-1010 b,Kepler-1010,34.2685705,1,54979.552,MJD,Kepler
5825,Kepler-1011 b,Kepler-1011,5.75321539,1,54969.256,MJD,Kepler
5835,Kepler-1012 b,Kepler-1012,5.50860439,1,54964.798,MJD,Kepler
5845,Kepler-1013 b,Kepler-1013,18.93054959,1,54975.752,MJD,Kepler
5855,Kepler-1014 b,Kepler-1014,16.571152,1,54966.403,MJD,Kepler
5865,Kepler-1015 b,Kepler-1015,16.00494214,1,54967.754,MJD,Kepler
5875,Kepler-1016 b,Kepler-1016,1.95452434,2,54964.797,MJD,Kepler
5884,Kepler-1016 c,Kepler-1016,105.6551369,2,55062.6,MJD,Kepler
5893,Kepler-1017 b,Kepler-1017,7.23400469,1,54970.177,MJD,Kepler
5903,Kepler-1018 b,Kepler-1018,49.1013514,1,54968.97,MJD,Kepler
5913,Kepler-1019 b,Kepler-1019,1.41123002,1,54965.142,MJD,Kepler
5923,Kepler-102 b,Kepler-102,5.28695437,5,54968.3492,MJD,Kepler
5933,Kepler-102 c,Kepler-102,7.07136076,5,54972.47461,MJD,Kepler
5945,Kepler-102 d,Kepler-102,,5,54966.5792,MJD,Kepler
5957,Kepler-102 e,Kepler-102,16.14569077,5,54967.25384,MJD,Kepler
5970,Kepler-102 f,Kepler-102,27.4537294,5,54977.52565,MJD,Kepler
5981,Kepler-1020 b,Kepler-1020,96.9151496,1,55019.589,MJD,Kepler
5991,Kepler-1021 b,Kepler-1021,13.47479502,1,54965.992,MJD,Kepler
6001,Kepler-1022 b,Kepler-1022,10.99469878,1,54969.858,MJD,Kepler
6011,Kepler-1023 b,Kepler-1023,62.1387714,1,54993.648,MJD,Kepler
6021,Kepler-1024 b,Kepler-1024,66.4162133,1,55020.634,MJD,Kepler
6031,Kepler-1025 b,Kepler-1025,37.32281,1,54985.335,MJD,Kepler
6041,Kepler-1026 b,Kepler-1026,,1,54983.792,MJD,Kepler
6051,Kepler-1027 b,Kepler-1027,1.9078052,1,54964.141,MJD,Kepler
6061,Kepler-1028 b,Kepler-1028,2.51462432,1,54965.41,MJD,Kepler
6070,Kepler-1029 b,Kepler-1029,4.4176845,1,54966.461,MJD,Kepler
6078,Kepler-103 b,Kepler-103,,2,54974.67614,MJD,Kepler
6090,Kepler-103 c,Kepler-103,179.612,2,55127.82581,MJD,Kepler
6102,Kepler-1030 b,Kepler-1030,19.32952416,1,54965.768,MJD,Kepler
6112,Kepler-1031 b,Kepler-1031,1.22622396,1,54965.187,MJD,Kepler
6119,Kepler-1032 b,Kepler-1032,3.29012003,1,54965.657,MJD,Kepler
6128,Kepler-1033 b,Kepler-1033,7.56052806,1,54966.979,MJD,Kepler
6138,Kepler-1034 b,Kepler-1034,12.12402699,1,54967.456,MJD,Kepler
6148,Kepler-1035 b,Kepler-1035,2.71407755,1,54966.212,MJD,Kepler
6158,Kepler-1036 b,Kepler-1036,122.8808058,1,54997.957,MJD,Kepler
6168,Kepler-1037 b,Kepler-1037,1.06378867,1,54964.025,MJD,Kepler
6177,Kepler-1038 b,Kepler-1038,148.4604712,2,54983.886,MJD,Kepler
6187,Kepler-1038 c,Kepler-1038,7.12768673,2,54968.50586,MJD,Kepler
6193,Kepler-1039 b,Kepler-1039,0.93488424,1,54964.082,MJD,Kepler
6202,Kepler-104 b,Kepler-104,11.42754563,3,54970.11851,MJD,Kepler
6214,Kepler-104 c,Kepler-104,23.6683319,3,54965.21597,MJD,Kepler
6226,Kepler-104 d,Kepler-104,51.75527554,3,55103.58611,MJD,Kepler
6237,Kepler-1040 b,Kepler-1040,201.1214,1,55020.061,MJD,Kepler
6247,Kepler-1041 b,Kepler-1041,24.7576421,1,54974.569,MJD,Kepler
6257,Kepler-1042 b,Kepler-1042,10.1320241,1,54965.41,MJD,Kepler
6266,Kepler-1043 b,Kepler-1043,38.5053398,1,54990.802,MJD,Kepler
6276,Kepler-1044 b,Kepler-1044,6.77410294,1,54968.455,MJD,Kepler
6286,Kepler-1045 b,Kepler-1045,26.41033598,1,54981.895,MJD,Kepler
6296,Kepler-1046 b,Kepler-1046,14.37517,1,54971.559,MJD,Kepler
6305,Kepler-1047 b,Kepler-1047,56.1886887,2,54978.88,MJD,Kepler
6315,Kepler-1047 c,Kepler-1047,3.18897601,2,54966.029,MJD,Kepler
6323,Kepler-1048 b,Kepler-1048,6.92101021,1,54968.145,MJD,Kepler
6333,Kepler-1049 b,Kepler-1049,3.27344784,1,54966.947,MJD,Kepler
6343,Kepler-105 b,Kepler-105,5.41220393,2,54965.64275,MJD,Kepler
6355,Kepler-105 c,Kepler-105,7.12594591,2,54971.50421,MJD,Kepler
6369,Kepler-1050 b,Kepler-1050,15.3787546,2,54975.911,MJD,Kepler
6378,Kepler-1050 c,Kepler-1050,21.12846106,2,54981.779,MJD,Kepler
6388,Kepler-1051 b,Kepler-1051,,1,54971.466,MJD,Kepler
6398,Kepler-1052 b,Kepler-1052,34.8536903,1,54996.544,MJD,Kepler
6408,Kepler-1053 b,Kepler-1053,2.41436,1,54964.929,MJD,Kepler
6418,Kepler-1054 b,Kepler-1054,,1,54964.942,MJD,Kepler
6427,Kepler-1055 b,Kepler-1055,2.29503026,1,54965.193,MJD,Kepler
6437,Kepler-1056 b,Kepler-1056,27.495606,1,54965.784,MJD,Kepler
6447,Kepler-1057 b,Kepler-1057,14.08827448,1,54969.844,MJD,Kepler
6457,Kepler-1058 b,Kepler-1058,110.9642633,1,55019.543,MJD,Kepler
6466,Kepler-1059 b,Kepler-1059,3.76419105,1,54964.851,MJD,Kepler
6476,Kepler-106 b,Kepler-106,6.165,4,54968.14035,MJD,Kepler
6486,Kepler-106 c,Kepler-106,13.5708,4,54968.77837,MJD,Kepler
6497,Kepler-106 d,Kepler-106,23.9802,4,54980.01117,MJD,Kepler
6507,Kepler-106 e,Kepler-106,43.8445,4,54984.4336,MJD,Kepler
6518,Kepler-1060 b,Kepler-1060,46.8779367,1,54970.163,MJD,Kepler
6528,Kepler-1061 b,Kepler-1061,,1,54964.379,MJD,Kepler
6538,Kepler-1062 b,Kepler-1062,9.30412078,1,54972.84,MJD,Kepler
6548,Kepler-1063 b,Kepler-1063,14.07969236,1,54972.458,MJD,Kepler
6556,Kepler-1064 b,Kepler-1064,16.54080322,1,54966.454,MJD,Kepler
6565,Kepler-1065 b,Kepler-1065,3.60930891,2,54966.291,MJD,Kepler
6575,Kepler-1065 c,Kepler-1065,2.37030743,2,54966.175,MJD,Kepler
6582,Kepler-1066 b,Kepler-1066,1.93155984,1,54964.266,MJD,Kepler
6592,Kepler-1067 b,Kepler-1067,0.76212989,2,54964.12,MJD,Kepler
6600,Kepler-1067 c,Kepler-1067,5.42586901,2,54968.36518,MJD,Kepler
6608,Kepler-1068 b,Kepler-1068,16.9234294,1,54978.312,MJD,Kepler
6618,Kepler-1069 b,Kepler-1069,23.8990075,1,54983.9,MJD,Kepler
6628,Kepler-107 b,Kepler-107,3.179962,4,54965.99904,MJD,Kepler
6641,Kepler-107 c,Kepler-107,4.90144976,4,54971.10742,MJD,Kepler
6654,Kepler-107 d,Kepler-107,7.95830216,4,54970.29968,MJD,Kepler
6666,Kepler-107 e,Kepler-107,14.7491425,4,54971.27998,MJD,Kepler
6679,Kepler-1070 b,Kepler-1070,6.2216147,1,54964.491,MJD,Kepler
6689,Kepler-1071 b,Kepler-1071,,1,54965.222,MJD,Kepler
6699,Kepler-1072 b,Kepler-1072,,1,54965.54,MJD,Kepler
6708,Kepler-1073 b,Kepler-1073,8.67888742,3,54965.538,MJD,Kepler
6718,Kepler-1073 c,Kepler-1073,4.02582254,3,54967.926,MJD,Kepler
6726,Kepler-1073 d,Kepler-1073,2.50475282,3,54966.13543,MJD,Kepler
6732,Kepler-1074 b,Kepler-1074,5.94565516,1,54966.493,MJD,Kepler
6742,Kepler-1075 b,Kepler-1075,1.52372816,1,54964.119,MJD,Kepler
6750,Kepler-1076 b,Kepler-1076,6.14727918,1,54967.374,MJD,Kepler
6758,Kepler-1077 b,Kepler-1077,34.3511874,1,54966.69,MJD,Kepler
6768,Kepler-1078 b,Kepler-1078,3.00725242,1,54964.403,MJD,Kepler
6776,Kepler-1079 b,Kepler-1079,13.24503482,1,54974.507,MJD,Kepler
6786,Kepler-108 b,Kepler-108,49.18394922,2,54974.41123,MJD,Kepler
6796,Kepler-108 c,Kepler-108,190.3216564,2,55145.17323,MJD,Kepler
6807,Kepler-1080 b,Kepler-1080,77.25562525,1,54991.822,MJD,Kepler
6817,Kepler-1081 b,Kepler-1081,3.85690686,1,54966.972,MJD,Kepler
6826,Kepler-1082 b,Kepler-1082,1.5432066,1,54964.056,MJD,Kepler
6835,Kepler-1083 b,Kepler-1083,,1,54988.089,MJD,Kepler
6845,Kepler-1084 b,Kepler-1084,2.05333679,1,54967.018,MJD,Kepler
6853,Kepler-1085 b,Kepler-1085,219.3217528,2,55153.229,MJD,Kepler
6862,Kepler-1085 c,Kepler-1085,56.7769831,2,55013.59789,MJD,Kepler
6870,Kepler-1086 b,Kepler-1086,18.78425728,2,54970.383,MJD,Kepler
6880,Kepler-1086 c,Kepler-1086,161.5154192,2,55008.998,MJD,Kepler
6889,Kepler-1087 b,Kepler-1087,0.69384424,1,54964.68,MJD,Kepler
6898,Kepler-1088 b,Kepler-1088,23.1276,1,54978.16,MJD,Kepler
